text,contextual_chunk
"{'date': 'Apr 3, 2024 | 3:30 pm - 4:30 pm', 'description': 'If you’re into hands-on projects, epic games, music, books and just chilling out, join us for Teen Time.', 'category': 'Community,, Family,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'For teens in grades 6-12.', 'event_name': 'Teen Time'}",Teen Time is a free event for teens aged 6-12 at Carnegie Library Pittsburgh.
"{'date': 'Jun 5, 2024 | 3:30 pm - 4:30 pm', 'description': 'If you’re into hands-on projects, epic games, music, books and just chilling out, join us for Teen Time.', 'category': 'Family,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'For teens in grades 6-12.', 'event_name': 'Teen Time'}",Teen Time is a free event for teens aged 6-12 at Carnegie Library Pittsburgh.
"{'date': 'Feb 21, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of Heaven and Earth Grocery Store by James McBride.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This event is part of our Black History Month 2024 programming.', 'event_name': 'Smithfield Critics Book Discussion Group'}","Smithfield Critics Book Discussion Group hosts a lively book discussion of ""Heaven and Earth Grocery Store"" by James McBride at Carnegie Library Pittsburgh."
"{'date': 'Mar 20, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of Good Night, Irene by Luis Alberto Urrea.', 'category': 'Community,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Smithfield Critics Book Discussion Group'}","A book discussion of ""Good Night, Irene"" by Luis Alberto Urrea at the Carnegie Library Pittsburgh."
"{'date': 'Apr 17, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of Master, Slave, Husband, Wife, by Ilyon Woo', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Smithfield Critics Book Discussion Group'}","Smithfield Critics Book Discussion Group hosts a lively book discussion of ""Master, Slave, Husband, Wife"" by Ilyon Woo."
"{'date': 'May 15, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of The Violin Conspiracy, by Brian Slocumb', 'category': 'Community,, Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Smithfield Critics Book Discussion Group'}","Smithfield Critics Book Discussion Group hosts a book discussion on ""The Violin Conspiracy"" by Brian Slocumb at Carnegie Library Pittsburgh."
"{'date': 'Jun 26, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of Lessons in Chemistry by Bonnie Garmus.', 'category': 'Free event,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Smithfield Critics Book Discussion Group'}","Smithfield Critics Book Discussion Group meets to discuss ""Lessons in Chemistry"" by Bonnie Garmus."
"{'date': 'Aug 21, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of The Good Left Undone by Adriana Trigiani.', 'category': 'Community', 'venue': 'Carnegie Library of Pittsburgh Downtown 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'Join us for a lively book discussion of The Good Left Undone by Adriana Trigiani.', 'event_name': 'Smithfield Critics Book Discussion Group'}","A book discussion of ""The Good Left Undone"" by Adriana Trigiani scheduled for Aug 21, 2024 at Carnegie Library of Pittsburgh Downtown."
"{'date': 'Sep 18, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of Differ We Must: How Lincoln Succeeded in a Divided America by Steve Inskeep.', 'category': 'Community', 'venue': 'Carnegie Library of Pittsburgh Downtown 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Smithfield Critics Book Discussion Group'}","A book discussion on ""Differ We Must: How Lincoln Succeeded in a Divided America"" by Steve Inskeep at the Carnegie Library of Pittsburgh Downtown."
"{'date': 'Oct 16, 2024 | 12:00 pm - 1:00 pm', 'description': 'Join us for a lively book discussion of Where the Past Begins: A Writer’s Memoir by Amy Tan.', 'category': 'Community', 'venue': 'Carnegie Library of Pittsburgh Downtown Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Smithfield Critics Book Discussion Group'}","Smithfield Critics Book Discussion Group hosts a book discussion on ""Where the Past Begins: A Writer's Memoir"" by Amy Tan at Carnegie Library of Pittsburgh."
"{'date': 'Feb 21, 2024 | 7:30 pm - 10:00 pm', 'description': 'The Life and Music of George Michael celebrates the performance and sound of one of the biggest international stars of our time.', 'category': 'Entertainment,, Music', 'venue': 'Byham Theater 101 6th St Pittsburgh, PA 15222', 'more_details': ""“Get ready to relive the magic of George Michael's music in a way you’ve never experienced before,” says producer Ralph Schmidtke. “The Life and Music of George Michael will take fans on a captivating ride through the incredible legacy of this musical icon while listening to all the songs they have come to love over the years.” The Life and Music of George Michael celebrates the performance and sound of one of the biggest international stars of our time. The show will have fans on their feet dancing and singing along to blockbuster hits including “Wake Me Up Before You Go Go,” “Freedom,” “Faith,” “Careless Whisper,” “Father Figure,” and many more."", 'event_name': 'The Life and Music of George Michael'}",The Life and Music of George Michael is an upcoming concert celebrating the performance and music of one of the biggest international stars of our time.
"{'date': 'Feb 20, 2024 | 7:00 pm - 10:00 pm', 'description': '', 'category': 'Sports + Recreation', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Penguins vs. Islanders'}","Penguins vs. Islanders hockey game scheduled for February 20, 2024 at PPG Paints Arena in Pittsburgh, PA."
"{'date': 'Feb 20, 2024 | 5:00 pm - 7:00 pm', 'description': 'Described as a musical chameleon with wide-ranging talents, James Johnson III adapts comfortably to various genres.', 'category': 'Arts + Culture,, Free event,, Music', 'venue': 'Greer Cabaret Theater 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'He began his musical journey playing drums at five years old. His father, Dr. James Johnson Jr., a nationally known pianist and educator sparked his passion for music. Precursory to his worldwide career, he attended Pittsburgh’s High School for the Creative and Performing Arts (CAPA), where he was mentored by jazz great Roger Humphries. This laid the foundation for a stellar career that has included performing as a regular member with legendary jazz pianist Ahmad Jamal. His musical adventures have led him to play in prestigious venues worldwide, such as North America, Europe, Africa, and Japan. As a part of his portfolio, he has performed with jazz masters George Coleman, James Moody, Geri Allen, Bob James, Kenny Garrett, Benny Golson, Mulgrew Miller, Bob Mintzer, and Kenny Werner. James serves as Artist in Residence at The University of Pittsburgh School of Music. He is on faculty at the Afro American Music Institute—a Pittsburgh institution that preserves the heritage of African American music. James maintains a diverse freelance career as a versatile percussionist, composer, and producer. Currently, he has two solo projects: Between and Full Circle.', 'event_name': 'James Johnson III Group'}","James Johnson III, a versatile musician with a diverse range of talents, performs as a group at the Greer Cabaret Theater."
"{'date': 'Feb 20, 2024 | 12:00 pm - 2:30 pm', 'description': 'Join us for a movie screening.', 'category': 'Film & Movies,, Free event', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This event is part of our Black History Month 2024 programming.', 'event_name': 'Library Lounge: Movie Matinee: Whitney Houston: I want to Dance With Somebody'}","A movie screening at the Carnegie Library Pittsburgh on February 20, 2024, as part of Black History Month programming."
"{'date': 'Feb 19, 2024 | 5:30 pm - 10:00 pm', 'description': 'Featuring Dope and Lines of Loyalty', 'category': 'Entertainment,, Music', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Static-X and Sevendust - Machine Killer Tour'}",Static-X and Sevendust's Machine Killer Tour concert featuring Dope and Lines of Loyalty.
"{'event_name': 'Joe Iconis & Family', 'date': 'Feb 19, 2024', 'description': 'Musical theater writer and rabble rouser Joe Iconis brings his unique mash-up of showtune cabaret and rock and roll jamboree to Pittsburgh for the first time ever.'}",Musical theater writer Joe Iconis performs a unique cabaret and rock concert in Pittsburgh.
"{'date': 'Feb 18, 2024 | 11:00 am - 1:00 pm', 'description': 'Join us for an all level relaxing yoga class followed by mimosas & pastries', 'category': 'Sports + Recreation', 'venue': 'Talia 611 William Penn Place Pittsburgh, PA 15222', 'more_details': '2nd Sunday of each month Class starts at 11 am $35 per person includes class + 2 mimosas + pastries 611 William Penn Place Email melissa@taliapgh.com to make your reservation. Limited availability.', 'event_name': 'Yoga & Mimosas'}",Yoga class followed by mimosas and pastries on the second Sunday of each month at Talia 611 William Penn Place.
"{'date': 'Feb 18, 2024 | 6:00 pm - 9:00 pm', 'description': '', 'category': 'Sports + Recreation', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Penguins vs. Kings'}","Penguins vs. Kings hockey game scheduled for February 18, 2024 at PPG Paints Arena in Pittsburgh."
"{'date': 'Feb 18, 2024 | 1:00 pm - 3:00 pm', 'description': 'A woman is driven to the unthinkable by her desperate desire to have a child in this radical production of Lorca’s achingly powerful masterpiece.', 'category': 'Arts + Culture,, Film & Movies', 'venue': 'University Center GRW Theater 350 Forbes Avenue Pittsburgh, PA 15222', 'more_details': 'In contemporary London, a woman in her thirties is desperate to conceive, building with elemental force to a staggering and shocking climax. Filmed live on stage at the Young Vic, Billie Piper ( I Hate Suzie ) returns in her spellbinding award-winning role.', 'event_name': 'Yerma'}","A woman in her thirties in contemporary London builds to a shocking climax in a live performance of Lorca's ""Yerma"" at the Young Vic."
"{'date': 'Feb 18, 2024 | 8:00 pm - 10:00 pm', 'description': 'We welcome folk/blues/punk songwriter Sunny War (aka Sydney Lyndella Ward) to the museum’s intimate theater.', 'category': 'Arts + Culture,, Music', 'venue': 'Andy Warhol Museum 117 Sandusky St Pittsburgh, PA 15212', 'more_details': 'Originally from Nashville, she released her debut album, Worthless , in 2014. Her most recent album, Anarchist Gospel , released in early 2023 on New West Records, has already made several Best of 2023 lists, and according to Rolling Stone, “It all amounts to a powerful statement from a singer-songwriter poised to become one of the year’s most vital voices in roots music.”', 'event_name': 'Sound Series: An Evening with Sunny War'}","Sunny War, aka Sydney Lyndella Ward, will perform at the Andy Warhol Museum as part of the Sound Series event."
"{'date': 'Feb 17, 2024 | 9:00 pm - 10:30 pm', 'description': 'Part of Arcade Comedy Theater’s celebration of Black comedy — we welcome back comedian Khairy Creek with special guest Kadeem Richardson.', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Khairy Creek & Kadeem Richardson: 2 Black Dads Tour'}","Khairy Creek and Kadeem Richardson will perform at Arcade Comedy Theater in Pittsburgh as part of their ""2 Black Dads Tour."""
